2018-04-13 08:14:22,,61,367,This is Paul Ryan. Exactly. 100%. Fuck Paul Ryan. https://t.co/MYxN9jOas8,"[[[-74.988897, 39.810025], [-74.908642, 39.810025], [-74.908642, 39.87514], [-74.988897, 39.87514]]]","Voorhees, NJ",United States,US,city 
2018-04-11 13:20:01,"Mount Zion, Georgia",451,466,"Paul Ryan says he isn’t running for re-election? 
#PaulRyan https://t.co/wisNnIVzex","[[[-85.128063, 33.52676], [-85.009976, 33.52676], [-85.009976, 33.6334025], [-85.128063, 33.6334025]]]","Carrollton, GA",United States,US,city
2018-04-11 13:20:00,"Oklahoma City, OK",1560,1511,The GOP that elected Paul Ryan as their speaker (and the GOP that wanted him as their VP) is very different from th… https://t.co/WNijDBd79I,"[[[-97.768683, 35.290722], [-97.335639, 35.290722], [-97.335639, 35.674965], [-97.768683, 35.674965]]]","Oklahoma City, OK",United States,US,city
2018-04-11 13:19:41,"Earth, New York, Buffalo.",236,675,Speaker Paul Ryan Will Not Seek Re-election in November https://t.co/R8yBdc0pF7,"[[[-81.391247, 42.824496], [-81.106326, 42.824496], [-81.106326, 43.073185], [-81.391247, 43.073185]]]","London, Ontario",Canada,CA,city
2018-04-11 13:19:38,"Appleton, WI, USA, Earth  ",194,789,"For @SpeakerRyan Paul, a quote from his muse Ayn Rand, regarding Integrity, or in Ryan’s case, lack thereof — in ga… https://t.co/GdpyeQqdwf","[[[-88.451199, 44.221575], [-88.335679, 44.221575], [-88.335679, 44.33491], [-88.451199, 44.33491]]]","Appleton, WI",United States,US,city
2018-04-11 13:19:35,"Dacula, GA",3563,3625,"Reports are that Paul Ryan will not run for re-election.  If we get stuck with Kevin McCarthy as Speaker, that will… https://t.co/tnjep36uHm","[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]","Georgia, USA",United States,US,admin
2018-04-11 13:19:33,Chicago,596,625,Paul Ryan absolutely *should* but I am not betting that he will do anything. https://t.co/YZVYWjZQPo,"[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Chicago, IL",United States,US,city
2018-04-11 13:19:32,Land 'O Cheese,3855,558,"@DanODonnellShow Per @jamesbnelson (7:31 a.m.), news apparently broken by Axios. https://t.co/iVwmm2f3W5","[[[-92.889433, 42.491921], [-86.24955, 42.491921], [-86.24955, 47.309715], [-92.889433, 47.309715]]]","Wisconsin, USA",United States,US,admin
2018-04-11 13:19:30,Boston,2872,860,"Safe bet: Now that's he pushed the exit button, Paul Ryan will gain the ""courage"" to take on Trump.","[[[-70.76975, 42.003038], [-70.650663, 42.003038], [-70.650663, 42.097272], [-70.76975, 42.097272]]]","Duxbury, MA",United States,US,city
2018-04-11 13:19:28,Michael’s Crafting Cruise,627,644,"Seems like a good time to share one of my favorites. Adios, Paul. Don’t punish any poor people on the way out.

“Pa… https://t.co/OQjxaH0R7K","[[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]","Cincinnati, OH",United States,US,city
2018-04-11 13:19:23,"ATL, shawty",555,1140,"ok, can today just go ahead and end because it's just not going to get any better than this.

https://t.co/SeYCGgxV8X","[[[-84.2527638, 33.8158284], [-84.1731821, 33.8158284], [-84.1731821, 33.884965], [-84.2527638, 33.884965]]]","Tucker, GA",United States,US,city
2018-04-11 13:19:19,"Brooklyn / Sharon Springs, NY",84970,13758,I would enjoy knowing what would be in your Paul Ryan-themed cocktail.,"[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]","Brooklyn, NY",United States,US,city
2018-04-11 13:19:14,"Detroit, Mich.",327,711,“Paul Ryan won’t run for re-election” https://t.co/qRfC9NCtGs,"[[[-83.319904, 42.442178], [-83.2006443, 42.442178], [-83.2006443, 42.517441], [-83.319904, 42.517441]]]","Southfield, MI",United States,US,city
2018-04-11 13:19:06,"ÜT: 47.659376,-122.365577",1567,2561,Ummm... wake up @PodSaveAmerica @jonfavs @TVietor08 @danpfeiffer @jonlovett - great Paul Ryan news!,"[[[-122.436232, 47.4953154], [-122.2249728, 47.4953154], [-122.2249728, 47.734319], [-122.436232, 47.734319]]]","Seattle, WA",United States,US,city
2018-04-11 13:18:55,"Chicago, IL",1181,1561,Conspiracy theory: The reason Paul Ryan is not seeking reelection is that he suspects he's about to become president of the United States. ☕,"[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Chicago, IL",United States,US,city
2018-04-11 13:18:50,,104,83,@ericbolling @realDonaldTrump I am so glad Paul Ryan is not seeking re-election. Of course he knows the Republicans… https://t.co/rSdaFTp17a,"[[[-179.231086, 51.175093], [179.859685, 51.175093], [179.859685, 71.434357], [-179.231086, 71.434357]]]","Alaska, USA",United States,US,admin
2018-04-11 13:18:41,"Boston, MA",9700,1479,Paul Ryan not running for re-election? https://t.co/9wqxDrw50N,"[[[-74.290477, 40.593604], [-74.200434, 40.593604], [-74.200434, 40.654943], [-74.290477, 40.654943]]]","Linden, NJ",United States,US,city
2018-04-11 13:18:38,"New York, NY",384,810,"""Paul Ryan's retiring""

Me: https://t.co/yE6iHRQURE","[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]","Brooklyn, NY",United States,US,city
2018-04-11 13:18:37,Orlando Florida area ,21502,8795,"Great news:

House Speaker #PaulRyan will not run for re-election.

Bye bye #Rhino

https://t.co/oQdYdb1DIV","[[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]]","Florida, USA",United States,US,admin
2018-04-11 13:18:30,orange park Florida U.S.A,2191,2193,"House Speaker Paul Ryan will not run for re-election

https://t.co/laC01x8HlH","[[[-81.809243, 30.100059], [-81.721169, 30.100059], [-81.721169, 30.18923], [-81.809243, 30.18923]]]","Lakeside, FL",United States,US,city
2018-04-11 13:18:26,,181,512,"@stephanieruhle1 Show. All U People can get on the show &amp; lie all U want 2, Paul Ryan did want the Speakership job,… https://t.co/TZRbfVAeRb","[[[-87.022482, 35.9945681], [-86.560616, 35.9945681], [-86.560616, 36.405448], [-87.022482, 36.405448]]]","Nashville, TN",United States,US,city
2018-04-11 13:18:24,"Los Angeles, CA",277,0,"Paul is dead.

Ryan telling associates he's not running for reelection: report https://t.co/r75LrGXSe9","[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]","Los Angeles, CA",United States,US,city
2018-04-11 13:18:12,,628,872,Sorry to see Paul Ryan go - but I have to thank him for helping me despise John Boehner less! https://t.co/AGT3YkfGH4,"[[[-83.929955, 33.944031], [-83.8610753, 33.944031], [-83.8610753, 34.011365], [-83.929955, 34.011365]]]","Dacula, GA",United States,US,city
2018-04-11 13:18:00,New York City,684,424,"Paul Ryan not running for re-election after being complicit in the downfall of civilization (apologies to Angela, c… https://t.co/Qz273Isz77","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 13:17:48,"Illinois, USA",313,1086,Paul Ryan is only retiring because he does not want to be Speaker for a humiliating defeat for republicans in November,"[[[-88.4312933, 41.986293], [-88.189602, 41.986293], [-88.189602, 42.093586], [-88.4312933, 42.093586]]]","Elgin, IL",United States,US,city
2018-04-11 13:17:46,"Chicago, IL",1643,1067,So Paul Ryan is not seeking re-election. I’m so upset. https://t.co/HdKM6BBAX0,"[[[-87.684672, 41.997912], [-87.654789, 41.997912], [-87.654789, 42.0230669], [-87.684672, 42.0230669]]]","Rogers Park, Chicago",United States,US,neighborhood
2018-04-11 13:17:46,"Holly Springs, NC",3196,2197,Holy shit. Paul Ryan!,"[[[-78.844741, 35.560069], [-78.6978607, 35.560069], [-78.6978607, 35.670874], [-78.844741, 35.670874]]]","Fuquay-Varina, NC",United States,US,city
2018-04-11 13:17:35,"Racine, WI",15,38,@TomSteyer your visit yesterday in WI scared Paul Ryan into not running! I was looking forward to working to get hi… https://t.co/y4ijdDeL2s,"[[[-87.9103139, 42.667745], [-87.786808, 42.667745], [-87.786808, 42.755807], [-87.9103139, 42.755807]]]","Mount Pleasant, WI",United States,US,city
2018-04-11 13:17:35,"Boston, MA",880,475,Paul Ryan announcing his retirement right as the constitutional crisis he helped create comes to a head is the most… https://t.co/hQCQPiCn7M,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]","Boston, MA",United States,US,city
2018-04-11 13:17:26,"Brooklyn, NY",15253,1349,"Yes. Paul Ryan’s thousand of attempts to destroy Medicare showed so much compassion for the poor and elderly.

Ana… https://t.co/lFb4Ok4B7G","[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]","Brooklyn, NY",United States,US,city
2018-04-11 13:17:24,"Chicago, IL",336,1074,"At long last, Paul Ryan surveyed the the remaining tatters of our political system and 

*checks notes*

decides to… https://t.co/4EIDcbCM1B","[[[-89.7731855, 39.673272], [-89.546193, 39.673272], [-89.546193, 39.87542], [-89.7731855, 39.87542]]]","Springfield, IL",United States,US,city
2018-04-11 13:17:21,Lowkey,484,410,Paul Ryan said he gotta get tf out of there 😂😂😂😂 smart man.,"[[[-76.334287, 36.820791], [-76.177085, 36.820791], [-76.177085, 36.969373], [-76.334287, 36.969373]]]","Norfolk, VA",United States,US,city
2018-04-11 13:17:05,"Washington, DC",944,1204,"""It's definitely not about Paul Ryan""
https://t.co/sLYLxS2ywB","[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]","Washington, DC",United States,US,city
2018-04-11 13:16:59,,84,45,GOOD RIDDANCE- PAUL RYAN - GOOD BYE FELICIA,"[[[-115.116116, 36.1075816], [-115.006139, 36.1075816], [-115.006139, 36.2619262], [-115.116116, 36.2619262]]]","Sunrise Manor, NV",United States,US,city
2018-04-11 13:16:50,"iPhone: 40.122173,-75.520691",68,371,"@realDonaldTrump just lost Paul Ryan. How does it feel to have made so many people of integrity, jump ship. They ar… https://t.co/jHIOtwa1iG","[[[-75.54724, 40.116932], [-75.499703, 40.116932], [-75.499703, 40.159469], [-75.54724, 40.159469]]]","Phoenixville, PA",United States,US,city
2018-04-11 13:16:49,Washington DC,3935,443,Paul Ryan stepping down after a successful year of trying not to cry every time @realDonaldTrump Tweets!,"[[[-77.395515, 38.863569], [-77.253414, 38.863569], [-77.253414, 38.930322], [-77.395515, 38.930322]]]","Oakton, VA",United States,US,city
2018-04-11 13:16:41,"Columbus, OH",1504,548,Paul Ryan @SpeakerRyan is a PUSSY ASS BITCH who knows he would have lost to @IronStache in November so he is quitti… https://t.co/FqxYyVfGfa,"[[[-83.200169, 39.832013], [-82.7713751, 39.832013], [-82.7713751, 40.157354], [-83.200169, 40.157354]]]","Columbus, OH",United States,US,city
2018-04-11 13:16:37,"Sacramento, California",1108,367,Paul Ryan looked like he couldn’t handle the Ironstache this year.,"[[[-121.09783125996994, 38.818883961950384], [-121.09783125996994, 38.818883961950384], [-121.09783125996994, 38.818883961950384], [-121.09783125996994, 38.818883961950384]]]",Rattlesnake Bar Folsom Lake,,,poi
2018-04-11 13:16:34,"New York, New York",2365,1535,"Is this what Trump meant by #DrainTheSwamp?
Speaker Paul Ryan Will Not Seek Re-election in November https://t.co/UwQG69AV7h","[[[-75.644341, 40.519799], [-75.613091, 40.519799], [-75.613091, 40.565181], [-75.644341, 40.565181]]]","Breinigsville, PA",United States,US,city
2018-04-11 13:16:28,United States,2378,2353,"House Speaker Paul Ryan will not run for re-election

https://t.co/oJIyyg6IcE

Best news we've had this year. He sh… https://t.co/1F9REodGgY","[[[-85.0386729, 32.373847], [-84.795941, 32.373847], [-84.795941, 32.59076], [-85.0386729, 32.59076]]]","Columbus, GA",United States,US,city
2018-04-11 13:16:24,"Valparaiso, FL",6,23,"Best news in a while:  Paul Ryan will not seek re-election. Mitch, you need to do the same.","[[[-86.5292486, 30.455681], [-86.4786295, 30.455681], [-86.4786295, 30.5350587], [-86.5292486, 30.5350587]]]","Valparaiso, FL",United States,US,city
2018-04-11 13:16:22,"Arkansas, USA",3272,3523,"Fox Business news just announced  the same PAUL RYAN GOING OUT, ANNOUNCEMENT COMMING TODAY!  YEAAAA","[[[-94.61771, 33.004106], [-89.644838, 33.004106], [-89.644838, 36.499767], [-94.61771, 36.499767]]]","Arkansas, USA",United States,US,admin
2018-04-11 13:16:22,"Arizona, USA",486,940,"House Speaker Paul Ryan won't seek re-election

https://t.co/eAaOUAHIGY","[[[-112.3239143, 33.29026], [-111.9254391, 33.29026], [-111.9254391, 33.8154652], [-112.3239143, 33.8154652]]]","Phoenix, AZ",United States,US,city
2018-04-11 13:16:21,Planet Earth (Sometimes),11503,410,"@JoshuaHol ""Paul Ryan is a very serious exercise guy. There is nothing else remarkable about him.""","[[[-112.3239143, 33.29026], [-111.9254391, 33.29026], [-111.9254391, 33.8154652], [-112.3239143, 33.8154652]]]","Phoenix, AZ",United States,US,city
2018-04-11 13:16:17,"Owego, NY",23,34,"Most times I agree with you.  Paul Ryan is not supposed to be a team player, he’s supposed to lead.  When someone g… https://t.co/1CfTHg0n6R","[[[-79.76259, 40.477383], [-71.777492, 40.477383], [-71.777492, 45.015851], [-79.76259, 45.015851]]]","New York, USA",United States,US,admin
2018-04-11 13:16:10,"Brooklyn, New York",2842,4393,@lacrossemom5 I heard with my own ears from an MSNBC reporter that Paul Ryan is a young man with a family. The man… https://t.co/Vq5YqqpfCn,"[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]","Brooklyn, NY",United States,US,city
2018-04-11 13:16:04,The cubicle in the back,764,699,Paul Ryan will not seek re-election!!!! Wowsers!,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 13:15:39,"Cabot, AR",59,212,"Breaking News: Paul Ryan has announced ,He WILL NOT  RUN FOR Reelection! https://t.co/z08JFpu6JH","[[[-94.61771, 33.004106], [-89.644838, 33.004106], [-89.644838, 36.499767], [-94.61771, 36.499767]]]","Arkansas, USA",United States,US,admin
2018-04-11 13:15:33,"New York, USA",75,484,Paul Ryan finally got tired of kissing Trump ass https://t.co/qs2UeTGRxe,"[[[-73.807197, 40.881294], [-73.755414, 40.881294], [-73.755414, 40.988329], [-73.807197, 40.988329]]]","New Rochelle, NY",United States,US,city
2018-04-11 13:15:30,"Boston, MA",1120,1119,Paul Ryan slashed taxes for the rich for them to donate millions to his re-election campaign only to quit when 2018… https://t.co/E1ICTMSkX7,"[[[-71.270426, 42.283041], [-71.156939, 42.283041], [-71.156939, 42.367744], [-71.270426, 42.367744]]]","Newton, MA",United States,US,city
2018-04-11 13:15:26,"Hudson, FL",755,1556,#I just heard the news Paul Ryan isn’t going for reelection probably a smart move after the bill whatever really wa… https://t.co/uE6pCfwk3k,"[[[-72.864342, 41.248445], [-72.731485, 41.248445], [-72.731485, 41.324367], [-72.864342, 41.324367]]]","Branford, CT",United States,US,city
2018-04-11 13:15:21,"Austin and San Antonio, Texas",538,1761,"BREAKING: House Speaker Paul Ryan will not seek re-election. 
***THOUGHTS &amp; PRAYERS","[[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]]","Austin, TX",United States,US,city
2018-04-11 13:15:19,,32,59,"#Paul Ryan is getting ready to run for #President, IMHO","[[[-77.0797559, 39.091283], [-77.057974, 39.091283], [-77.057974, 39.1127859], [-77.0797559, 39.1127859]]]","Rossmoor, MD",United States,US,city
2018-04-11 13:15:19,Massachusetts,4093,793,"How's a former congressional leader like Paul Ryan going to support himself and his family after leaving office, said no one ever.","[[[-73.508143, 41.187054], [-69.858861, 41.187054], [-69.858861, 42.8868241], [-73.508143, 42.8868241]]]","Massachusetts, USA",United States,US,admin
2018-04-11 13:15:17,"Sullivan County, NY",1243,295,@WestWingReport @PeteSouza And that’s not the only duty Paul Ryan has abdicated SO FAR while in Office. He’s aiding… https://t.co/wkxneneWhp,"[[[-74.101395, 40.908544], [-74.038944, 40.908544], [-74.038944, 40.980598], [-74.101395, 40.980598]]]","Paramus, NJ",United States,US,city
2018-04-11 13:15:14,Puerto Rico ,466,244,Not even House Speaker Paul Ryan wants to work with Mr Trump.,"[[[-96.0142235, 41.0891392], [-95.867612, 41.0891392], [-95.867612, 41.1910764], [-96.0142235, 41.1910764]]]","Bellevue, NE",United States,US,city
2018-04-11 13:15:09,,704,485,"@robreiner Paul Ryan's Legacy

Know Your Traitor

Rep. Paul Ryan
Republi-Con, Wisconsin
Speaker of the House

Obstr… https://t.co/5vX2BlFe1k","[[[-95.679001, 30.23105], [-95.3972667, 30.23105], [-95.3972667, 30.443978], [-95.679001, 30.443978]]]","Conroe, TX",United States,US,city
2018-04-11 13:15:01,"Chicago, IL",247,781,Paul Ryan accomplished his goal of being in Congress: he gave a tax cut to the rich. Why face a tough re-election fight from @IronStache?,"[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Chicago, IL",United States,US,city
2018-04-11 13:14:59,"Chicago, Illinois",1763,2008,"Paul Ryan stepping down is a gift to House Democrats ahead of the midterms:

""This is going to make every Republica… https://t.co/vSVJOWphEf","[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Chicago, IL",United States,US,city
2018-04-11 13:14:54,,197,386,"And OMG look at this bday present for you, Tito!! Speaker Paul Ryan Will Not Seek Re-election in November  https://t.co/5izu8eqqJB","[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]","Boston, MA",United States,US,city
2018-04-11 13:14:45,,50,323,Maybe Paul Ryan wants to be on the right side of History. Now that he’s not running for re-election and won’t need… https://t.co/OvJ8bahloU,"[[[-74.289406, 40.88257], [-74.195413, 40.88257], [-74.195413, 41.014136], [-74.289406, 41.014136]]]","Wayne, NJ",United States,US,city
2018-04-11 13:14:41,"West Palm Beach, FL",3069,2171,"House Speaker Paul Ryan won't seek re-election

https://t.co/FGwGadZF0l","[[[-80.2006, 26.644671], [-80.044639, 26.644671], [-80.044639, 26.7991205], [-80.2006, 26.7991205]]]","West Palm Beach, FL",United States,US,city
2018-04-11 13:14:33,Las Vegas,5331,1921,His Name Is “Mud”!  House Speaker Paul Ryan Will Not Seek Re-Election https://t.co/EAAozrEFzS #loser #quitter #BlueWave2018,"[[[-115.384091, 36.129459], [-115.062159, 36.129459], [-115.062159, 36.336371], [-115.384091, 36.336371]]]","Las Vegas, NV",United States,US,city
2018-04-11 13:14:24,http://reasonablysober.com,319,675,"KISS MY FUCKING ASS, PAUL RYAN.","[[[-91.497553, 44.857258], [-91.369882, 44.857258], [-91.369882, 44.922845], [-91.497553, 44.922845]]]","Hallie, WI",United States,US,city
2018-04-11 13:14:24,"Jacksonville, NC",63,186,Now that Paul Ryan is not running let's see if he stops Nunes. I doubt it he has shown he doesn't care about our co… https://t.co/bTHj29DLzp,"[[[-77.362653, 34.712551], [-77.285071, 34.712551], [-77.285071, 34.7846156], [-77.362653, 34.7846156]]]","Piney Green, NC",United States,US,city
2018-04-11 13:14:09,Dayton ky,1022,1444,@JakeSherman @TryLittleHarder @jonathanvswan @SpeakerRyan I think the people of Wisconsin are through with Paul Ryan.,"[[[-84.452048, 39.231753], [-84.394593, 39.231753], [-84.394593, 39.2694741], [-84.452048, 39.2694741]]]","Evendale, OH",United States,US,city
2018-04-11 13:14:06,Green Bay WI,614,1704,"@JeremyColer Meanwhile 
https://t.co/phsC66f46e","[[[-88.151014, 44.445096], [-88.037709, 44.445096], [-88.037709, 44.510585], [-88.151014, 44.510585]]]","Ashwaubenon, WI",United States,US,city
2018-04-11 13:13:58,,18,130,I told my husband a few weeks ago that the “deafening silence” coming from Rep. Paul Ryan could mean that he’s not… https://t.co/hwW92JGRq5,"[[[-97.35338, 32.64797], [-97.326918, 32.64797], [-97.326918, 32.664416], [-97.35338, 32.664416]]]","Edgecliff Village, TX",United States,US,city
2018-04-11 13:13:51,"Chicago, IL",114871,1961,My favorite Paul Ryan moment is the time he said that Rage Against the Machine was his favorite band and Tom Morell… https://t.co/3q0vSU1apR,"[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Chicago, IL",United States,US,city
2018-04-11 13:13:39,"Fairview, OR",196,159,"Waking up this morning I just knew it was going to be a great day; Birds are chirping, sun is out, Paul Ryan is ret… https://t.co/ilsq4A2S1a","[[[-73.848875, 43.020588], [-73.684637, 43.020588], [-73.684637, 43.11327], [-73.848875, 43.11327]]]","Saratoga Springs, NY",United States,US,city
2018-04-11 13:13:33,"New York, NY USA",1845,1394,Sad to see Paul Ryan leaving his seat. Am I a registered democrat? Yes. Do I agree with 99% of what Paul says? Abso… https://t.co/yOmfFohQUb,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 13:13:30,New York City,676,347,"Breaking News: Paul Ryan, runs sub-3:00 marathon away from the dumpster fire that is the Trump Administration. https://t.co/ogELZBOg7T","[[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]","Queens, NY",United States,US,city
2018-04-11 13:13:25,"New York, NY",884,1798,Paul Ryan is leaving to spend more time looking for his spine. https://t.co/mkFgsAsugZ,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 13:13:25,"Round Rock, TX",259,479,When does Paul Ryan tweet that he’s happy to announce that he’s joining The Athletic?,"[[[-97.755394, 30.4684424], [-97.59007, 30.4684424], [-97.59007, 30.5702392], [-97.755394, 30.5702392]]]","Round Rock, TX",United States,US,city
2018-04-11 13:13:23,"Washington, USA",457,734,Paul Ryan is supposed to have dinner with Trump and other GOP Congressional leaders tonight. Should be lovely.,"[[[-117.565226, 47.5742], [-117.303868, 47.5742], [-117.303868, 47.760676], [-117.565226, 47.760676]]]","Spokane, WA",United States,US,city
2018-04-11 13:13:20,New Orleans/Los Angeles,2389,2353,Paul Ryan not running for re-election! He knows he can't win without Russia!,"[[[-68.872064, 44.768404], [-68.71876, 44.768404], [-68.71876, 44.855108], [-68.872064, 44.855108]]]","Bangor, ME",United States,US,city
2018-04-11 13:13:15,,154,751,"@SenWhitehouse Eric Cantor, Paul Ryan &amp; Kevin McCarthy: Plot To Sabotage US Economy with Frank Luntz https://t.co/lsLcmvLi1q","[[[-72.557247, 42.6969837], [-70.575095, 42.6969837], [-70.575095, 45.305476], [-72.557247, 45.305476]]]","New Hampshire, USA",United States,US,admin
2018-04-11 13:13:11,"Madison, WI",206,225,.@IronStache wins eight months early https://t.co/7txWs0YvER,"[[[-92.889433, 42.491921], [-86.24955, 42.491921], [-86.24955, 47.309715], [-92.889433, 47.309715]]]","Wisconsin, USA",United States,US,admin
2018-04-11 13:12:53,"Norman, OK",1745,2855,Spare us the “Paul Ryan has children” garbage. That’s not why he’s retiring.,"[[[-97.51982, 35.15327], [-97.370527, 35.15327], [-97.370527, 35.291332], [-97.51982, 35.291332]]]","Norman, OK",United States,US,city
2018-04-11 13:12:45,"Stockholm, SE",7240,5994,Paul Ryan is listening to a lot of Papa Roach rn,"[[[17.7601322, 59.2271383], [18.1999856, 59.2271383], [18.1999856, 59.4402037], [17.7601322, 59.4402037]]]","Stockholm, Sweden",Sweden,SE,city
2018-04-11 13:12:44,"Allentown, PA, USA",6974,498,House Speaker Paul Ryan Will Not Seek Re-Election https://t.co/HHI31jLosg,"[[[-75.548035, 40.547616], [-75.4198359, 40.547616], [-75.4198359, 40.636034], [-75.548035, 40.636034]]]","Allentown, PA",United States,US,city
2018-04-11 13:12:28,"Fishers, IN",1040,2645,Paul Ryan brought P90X to Capitol Hill and for that we honor him,"[[[-86.076196, 39.9267692], [-85.823905, 39.9267692], [-85.823905, 40.000753], [-86.076196, 40.000753]]]","Fishers, IN",United States,US,city
2018-04-11 13:12:24,"Boston, MA",635,1219,Paul Ryan won’t seek re-election https://t.co/YflePk9V9u via @BostonGlobe,"[[[-122.005597, 37.322943], [-121.930045, 37.322943], [-121.930045, 37.419037], [-122.005597, 37.419037]]]","Santa Clara, CA",United States,US,city
2018-04-11 13:12:18,Philadelphia,826,807,"Bye Paul Ryan,

No one will miss you

You are a garbage politician

Your legacy is one of screwing over the poor to… https://t.co/RPiIT2ckQG","[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]","Philadelphia, PA",United States,US,city
2018-04-11 13:12:06,New York City,52,51,"Say what?!? https://t.co/N0xfM2otrR
#BlueWaveComing2018 
#BlueTsunami 
@IronStache","[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]","Brooklyn, NY",United States,US,city
2018-04-11 13:12:03,"Dublin, Ohio",214,325,WHY IS PAUL RYAN NOT SEEKING RE-ELECTION! THE ONLY ACCEPTABLE ANSWER IS A RUN FOR PRESIDENT OR I WILL BE SAD @SpeakerRyan,"[[[-83.18921, 40.067746], [-83.089352, 40.067746], [-83.089352, 40.182801], [-83.18921, 40.182801]]]","Dublin, OH",United States,US,city
2018-04-11 13:12:02,"Lake George, NY",1832,2809,Does the left think the right likes Paul Ryan?,"[[[-73.684795, 43.318181], [-73.60886, 43.318181], [-73.60886, 43.385954], [-73.684795, 43.385954]]]","Queensbury, NY",United States,US,city
2018-04-11 13:12:01,"Asheville, NC",476,202,Well now we know what Paul Ryan’s doing for 2020.,"[[[-82.681852, 35.421216], [-82.452163, 35.421216], [-82.452163, 35.656929], [-82.681852, 35.656929]]]","Asheville, NC",United States,US,city
2018-04-11 13:11:42,"Glendale, Arizona",133,462,@dcexaminer @Applegirl125 Heard Paul Ryan intends to make a run for President in 2020,"[[[-114.818269, 31.3322463], [-109.0451527, 31.3322463], [-109.0451527, 37.004261], [-114.818269, 37.004261]]]","Arizona, USA",United States,US,admin
2018-04-11 13:11:18,"Toronto, ON, Canada",621,386,And there you go...  #fb  https://t.co/DJ1NlvwWyP,"[[[-79.639319, 43.403221], [-78.90582, 43.403221], [-78.90582, 43.855401], [-79.639319, 43.855401]]]","Toronto, Ontario",Canada,CA,city
2018-04-11 13:11:16,"Michigan, USA",8324,8033,@funder Boy toy for trump Paul Ryan isn’t going to run for speaker of the house who gives a shit he was useless any… https://t.co/OQw0yqsoLX,"[[[-83.379378, 42.310149], [-83.310862, 42.310149], [-83.310862, 42.340625], [-83.379378, 42.340625]]]","Garden City, MI",United States,US,city
2018-04-11 13:11:14,"Nashville, TN",4981,5228,"Lets see, within the last week severe sanctions on Russia, no knock raid on Dotard’s lawyer!!!!, and now Paul Ryan… https://t.co/E66k6VSZAH","[[[-86.778688, 36.1116491], [-86.757255, 36.1116491], [-86.757255, 36.129195], [-86.778688, 36.129195]]]","Berry Hill, TN",United States,US,city
2018-04-11 13:11:11,"Port Orange, FL",55,50,My morning just got a little better with th Paul Ryan announcing he will not run for re-election. Now if we could j… https://t.co/t9H1a25dfL,"[[[-81.078928, 29.027688], [-80.967617, 29.027688], [-80.967617, 29.156983], [-81.078928, 29.156983]]]","Port Orange, FL",United States,US,city
